row,sp,Dataset,TraitValue,Lat,Lon,DataContributor,TraitName;;
1,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
2,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.076,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
3,Cassiope tetragona,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
4,Cassiope tetragona,GLOPNET - Global Plant Trait Network Database,0.1,67.5,-152.5,Ian Wright,PlantHeight;;
5,Cassiope tetragona,Kluane Plateau,0.072,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
6,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.138,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
7,Cassiope tetragona,Kilpisjarvi, Finland,0.06,69.05440329,20.81852298,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
865,Salix lanata,Herschel_4,0.2,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
866,Salix lanata,Kluane Plateau,0.863,60.96201,-138.41271,Haydn Thomas,PlantHeight;;
867,Salix lanata,Herschel Island,0.35,69.56992,-138.90206,Isla Myers-Smith,PlantHeight;;
868,Salix lanata,Herschel_4,0.13,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
869,Salix lanata,Herschel_4,0.13,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
870,Salix lanata,Qikiqtaruk-Herschel Island,0.29,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
871,Salix lanata,Northeastern AK_Sag9,0.28,69.22103338,-148.7764762,Katie Christie,PlantHeight;;
872,Salix lanata,Qikiqtaruk-Herschel Island,0.326,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
873,Salix lanata,Yuribei River Yamal Peninsula,1.71,68.962167,69.989361,Bruce C. Forbes,PlantHeight;;
874,Salix lanata,Herschel_2,0.25,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
875,Salix lanata,Kluane,0.8,61.40056,-139.45559,Isla Myers-Smith,PlantHeight;;
876,Salix lanata,Qikiqtaruk-Herschel Island,0.544,69.57794,-138.94218,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
877,Salix lanata,Kluane,0.566,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
878,Salix lanata,Kluane,0.7,61.40056,-139.45559,Isla Myers-Smith,PlantHeight;;
879,Salix lanata,Kluane_5,0.74,60.95940398,-138.419984,Sandra Angers-Blondin,PlantHeight;;
880,Salix lanata,Herschel_2,0.2,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
881,Salix lanata,The Global Leaf Traits,8.19,62.78,11.03,Serge Sheremetev,SLA;;
882,Salix lanata,Herschel_5,0.28,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
883,Salix lanata,Herschel_5,0.24,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
884,Salix lanata,Herschel_5,0.29,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
885,Salix lanata,Herschel_5,0.33,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
886,Salix lanata,Northeastern AK_Sag6,0.78,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
887,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
888,Salix lanata,Northeastern AK_Sag6,0.8,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
889,Salix lanata,Herschel_2,0.26,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
890,Salix lanata,Kluane,10.29009901,61.1726,-138.3824,Isla Myers-Smith,SLA;;
891,Salix lanata,Herschel_2,0.24,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
892,Salix lanata,Northwestern AK_N10,1.58,68.04868089,-159.0881385,Katie Christie,PlantHeight;;
893,Salix lanata,Herschel_2,0.24,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
894,Salix lanata,Herschel_2,0.27,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
895,Salix lanata,Northwestern AK_N5,1.04,67.88658662,-158.3793281,Katie Christie,PlantHeight;;
896,Salix lanata,Northwestern AK_N3,1.36,67.91128063,-158.0549133,Katie Christie,PlantHeight;;
897,Salix lanata,Kluane,0.3,60.95661,-138.41556,Isla Myers-Smith,PlantHeight;;
898,Salix lanata,Kluane_5,0.85,60.95940398,-138.419984,Sandra Angers-Blondin,PlantHeight;;
899,Salix lanata,Northwestern AK_N1,0.67,67.9662727,-158.0198004,Katie Christie,PlantHeight;;
900,Salix lanata,Yuribei River Yamal Peninsula,1.59,68.962167,69.989361,Bruce C. Forbes,PlantHeight;;
901,Salix lanata,Herschel_2,0.31,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
902,Salix lanata,Kluane,0.8,60.96552,-138.44399,Isla Myers-Smith,PlantHeight;;
903,Salix lanata,Herschel_5,0.33,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
904,Salix lanata,Northeastern AK_Sag12,0.43,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
905,Salix lanata,Kluane,0.9,60.8966,-138.24828,Isla Myers-Smith,PlantHeight;;
906,Salix lanata,Pika Camp,0.931,61.219,-138.28477,Haydn Thomas,PlantHeight;;
907,Salix lanata,Kluane_6,0.16,60.9644,-138.4125,Sandra Angers-Blondin,PlantHeight;;
908,Salix lanata,Herschel_4,0.1,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
909,Salix lanata,Herschel_4,0.11,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
910,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
911,Salix lanata,Qikiqtaruk-Herschel Island,0.204,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
912,Salix lanata,Kluane,0.4,60.89526,-138.24793,Isla Myers-Smith,PlantHeight;;
913,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
914,Salix lanata,Qikiqtaruk-Herschel Island,0.35,69.57677,-138.90984,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
915,Salix lanata,Herschel_4,0.14,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
916,Salix lanata,Herschel_2,0.2,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
917,Salix lanata,Qikiqtaruk-Herschel Island,0.495,69.57794,-138.94218,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
918,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
919,Salix lanata,Kluane,0.803,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
920,Salix lanata,Kluane,0.4,61.40056,-139.45559,Isla Myers-Smith,PlantHeight;;
921,Salix lanata,Herschel_5,0.22,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
922,Salix lanata,Northwestern AK_N3,0.66,67.91128063,-158.0549133,Katie Christie,PlantHeight;;
923,Salix lanata,Northeastern AK_Sag12,0.8,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
924,Salix lanata,Kluane_6,0.57,60.9644,-138.4125,Sandra Angers-Blondin,PlantHeight;;
925,Salix lanata,Herschel_4,0.18,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
926,Salix lanata,Kluane,0.3,60.95364,-138.4207,Isla Myers-Smith,PlantHeight;;
927,Salix lanata,Northwestern AK_N1,0.54,67.9662727,-158.0198004,Katie Christie,PlantHeight;;
928,Salix lanata,Qikiqtaruk-Herschel Island,0.296,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
929,Salix lanata,Northeastern AK_Sag6,1.09,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
930,Salix lanata,Kluane_6,0.83,60.9644,-138.4125,Sandra Angers-Blondin,PlantHeight;;
931,Salix lanata,Herschel_4,0.23,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
932,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
933,Salix lanata,Kluane,0.61,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
934,Salix lanata,Northwestern AK_N5,1.19,67.88658662,-158.3793281,Katie Christie,PlantHeight;;
935,Salix lanata,Kluane,0.3,60.95661,-138.41556,Isla Myers-Smith,PlantHeight;;
936,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
937,Salix lanata,Kluane,0.3,61.20617,-138.27711,Isla Myers-Smith,PlantHeight;;
938,Salix lanata,Kluane,0.3,61.21531,-138.2921,Isla Myers-Smith,PlantHeight;;
939,Salix lanata,Herschel_5,0.23,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
940,Salix lanata,Qikiqtaruk-Herschel Island,0.168,69.57645,-138.994435,Haydn Thomas,PlantHeight;;
941,Salix lanata,Qikiqtaruk-Herschel Island,0.414,69.57794,-138.94218,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
942,Salix lanata,Herschel_2,0.25,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
943,Salix lanata,Kluane_6,0.69,60.9644,-138.4125,Sandra Angers-Blondin,PlantHeight;;
944,Salix lanata,Herschel_2,0.28,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
945,Salix lanata,Herschel_5,0.44,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
946,Salix lanata,Pika Camp,1.24,61.219,-138.28477,Haydn Thomas,PlantHeight;;
947,Salix lanata,Northeastern AK_Sag12,0.54,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
948,Salix lanata,Northeastern AK_Sag12,0.6,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
949,Salix lanata,Kluane,0.575,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
950,Salix lanata,Northeastern AK_Sag12,0.39,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
951,Salix lanata,Qikiqtaruk-Herschel Island,0.205,69.57645,-138.994435,Haydn Thomas,PlantHeight;;
952,Salix lanata,Kluane,0.6,60.8966,-138.24828,Isla Myers-Smith,PlantHeight;;
953,Salix lanata,Herschel_4,0.21,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
954,Salix lanata,Kluane,0.4,60.89526,-138.24793,Isla Myers-Smith,PlantHeight;;
955,Salix lanata,Kluane,0.67,60.96202,-138.40977,Isla Myers-Smith,PlantHeight;;
956,Salix lanata,Kluane_6,0.4,60.9644,-138.4125,Sandra Angers-Blondin,PlantHeight;;
957,Salix lanata,Northeastern AK_Sag12,0.57,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
958,Salix lanata,Kluane_6,0.75,60.9644,-138.4125,Sandra Angers-Blondin,PlantHeight;;
959,Salix lanata,Northeastern AK_Sag12,0.58,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
960,Salix lanata,Pika Camp,1.48,61.219,-138.28477,Haydn Thomas,PlantHeight;;
961,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
962,Salix lanata,Herschel_5,0.65,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
963,Salix lanata,Kluane Plateau,0.715,60.96201,-138.41271,Haydn Thomas,PlantHeight;;
964,Salix lanata,Kluane,13.52555556,61.1726,-138.3824,Isla Myers-Smith,SLA;;
965,Salix lanata,Herschel Island,0.24,69.56989,-138.90134,Isla Myers-Smith,PlantHeight;;
966,Salix lanata,Kluane,13.66455696,61.1726,-138.3824,Isla Myers-Smith,SLA;;
967,Salix lanata,Herschel_2,0.14,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
968,Salix lanata,Northwestern AK_N1,0.61,67.9662727,-158.0198004,Katie Christie,PlantHeight;;
969,Salix lanata,Herschel Island,0.78,69.57823,-138.94425,Isla Myers-Smith,PlantHeight;;
970,Salix lanata,Qikiqtaruk-Herschel Island,0.185,69.57645,-138.994435,Haydn Thomas,PlantHeight;;
971,Salix lanata,Herschel_2,0.23,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
972,Salix lanata,Northeastern AK_Sag12,0.47,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
973,Salix lanata,Kluane,0.3,60.95661,-138.41556,Isla Myers-Smith,PlantHeight;;
974,Salix lanata,Kluane_5,0.42,60.95940398,-138.419984,Sandra Angers-Blondin,PlantHeight;;
975,Salix lanata,Hol,0.45,60.69972444,7.91852477,James D. M. Speed,PlantHeight;;
976,Salix lanata,Herschel_5,0.36,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
977,Salix lanata,Herschel_2,0.17,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
978,Salix lanata,Herschel Island,0.3,69.57798,-138.93608,Isla Myers-Smith,PlantHeight;;
979,Salix lanata,Herschel Island,0.31,69.56988,-138.90105,Isla Myers-Smith,PlantHeight;;
980,Salix lanata,Herschel_2,0.15,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
981,Salix lanata,Kluane,0.3,60.96202,-138.40977,Isla Myers-Smith,PlantHeight;;
982,Salix lanata,Herschel_2,0.14,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
983,Salix lanata,Herschel_2,0.27,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
984,Salix lanata,Herschel_2,0.25,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
985,Salix lanata,Northeastern AK_Sag12,0.23,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
986,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
987,Salix lanata,Kluane Plateau,1.067,60.96201,-138.41271,Haydn Thomas,PlantHeight;;
988,Salix lanata,The VISTA Plant Trait Database,0.278,62.7,11.08,Eric Garnier,PlantHeight;;
989,Salix lanata,Herschel_2,0.32,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
990,Salix lanata,Herschel_2,0.22,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
991,Salix lanata,Northeastern AK_Sag12,0.47,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
992,Salix lanata,Herschel Island,0.41,69.57813,-138.94328,Isla Myers-Smith,PlantHeight;;
993,Salix lanata,Herschel Island,0.46,69.57798,-138.93608,Isla Myers-Smith,PlantHeight;;
994,Salix lanata,Northeastern AK_Sag12,0.47,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
995,Salix lanata,Kluane,0.4,60.90013,-138.26114,Isla Myers-Smith,PlantHeight;;
996,Salix lanata,Herschel_2,0.17,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
997,Salix lanata,Herschel_2,0.31,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
998,Salix lanata,Qikiqtaruk-Herschel Island,0.24,69.57645,-138.994435,Haydn Thomas,PlantHeight;;
999,Salix lanata,Herschel_4,0.12,69.5767,-138.945,Sandra Angers-Blondin,PlantHeight;;
1000,Salix lanata,Herschel_2,0.33,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
1001,Salix lanata,Kluane,0.6,60.82826,-137.87012,Isla Myers-Smith,PlantHeight;;
1002,Salix lanata,Kluane,0.731,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1003,Salix lanata,Hol,0.84,60.69535711,7.947408683,James D. M. Speed,PlantHeight;;
1004,Salix lanata,Northwestern AK_N1,0.61,67.9662727,-158.0198004,Katie Christie,PlantHeight;;
1005,Salix lanata,Northeastern AK_Sag12,0.67,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
1006,Salix lanata,Herschel_2,0.22,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
1007,Salix lanata,Qikiqtaruk-Herschel Island,0.155,69.57645,-138.994435,Haydn Thomas,PlantHeight;;
1008,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
1009,Salix lanata,Qikiqtaruk-Herschel Island,0.357,69.57794,-138.94218,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1010,Salix lanata,Northeastern AK_Sag12,0.45,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
1011,Salix lanata,Northeastern AK_Sag12,0.51,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
1012,Salix lanata,Northeastern AK_Sag12,0.48,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
1013,Salix lanata,Kluane,0.3,60.95364,-138.4207,Isla Myers-Smith,PlantHeight;;
1014,Salix lanata,Northeastern AK_Sag12,0.68,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
1015,Salix lanata,Herschel_2,0.28,69.5708,-138.892,Sandra Angers-Blondin,PlantHeight;;
1016,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
1017,Salix lanata,Northeastern AK_Sag12,1,69.62937422,-148.6553784,Katie Christie,PlantHeight;;
1018,Salix polaris,Atqasuk,0.048,70.46,-157.42,Robert Hollister,PlantHeight;;
1019,Salix polaris,Atqasuk,0.098,70.46,-157.42,Robert Hollister,PlantHeight;;
1020,Salix polaris,Qikiqtaruk-Herschel Island,0.046,69.57526,-138.87509,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1021,Salix polaris,Qikiqtaruk-Herschel Island,0.088,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
1022,Salix polaris,LucieSmrzovaSvalbard,0.036,NA,NA,LucieSmrzova,SeedMass;;
1023,Salix polaris,Spitsbergen,0.1,78.70667,16.71611,Agata Buchwal,PlantHeight;;
1024,Salix polaris,Qikiqtaruk-Herschel Island,14.376,69.57457,-138.89774,Haydn Thomas, Isla Myers-Smith,SLA;;
1025,Salix polaris,Atqasuk,0.014,70.46,-157.42,Robert Hollister,PlantHeight;;
1026,Salix polaris,LucieSmrzovaSvalbard,0.053,NA,NA,LucieSmrzova,SeedMass;;
1027,Salix polaris,Atqasuk,0.037,70.46,-157.42,Robert Hollister,PlantHeight;;
1028,Salix polaris,Atqasuk,0.042,70.46,-157.42,Robert Hollister,PlantHeight;;
1029,Salix polaris,Atqasuk,0.052,70.46,-157.42,Robert Hollister,PlantHeight;;
1030,Salix polaris,Atqasuk,0.045,70.46,-157.42,Robert Hollister,PlantHeight;;
1031,Salix polaris,LucieSmrzovaSvalbard,0.156,NA,NA,LucieSmrzova,SeedMass;;
1032,Salix polaris,Atqasuk,0.052,70.46,-157.42,Robert Hollister,PlantHeight;;
1033,Salix polaris,Atqasuk,0.012,70.46,-157.42,Robert Hollister,PlantHeight;;
1034,Salix polaris,Atqasuk,0.058,70.46,-157.42,Robert Hollister,PlantHeight;;
1035,Salix polaris,Qikiqtaruk-Herschel Island,0.076,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1036,Salix polaris,Qikiqtaruk-Herschel Island,0.041,69.57457,-138.89774,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1037,Salix polaris,Qikiqtaruk-Herschel Island,0.024,69.57159,-138.88011,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1038,Salix polaris,Kluane,0.024,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1039,Salix polaris,LucieSmrzovaSvalbard,0.061,NA,NA,LucieSmrzova,SeedMass;;
1040,Salix polaris,Atqasuk,0.051,70.46,-157.42,Robert Hollister,PlantHeight;;
1041,Salix polaris,LucieSmrzovaSvalbard,0.042,NA,NA,LucieSmrzova,SeedMass;;
1042,Salix polaris,GLOPNET - Global Plant Trait Network Database,13.5135135135135,78.5,11.8,Ian Wright,SLA;;
1043,Salix polaris,Qikiqtaruk-Herschel Island,0.028,69.57457,-138.89774,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1044,Salix polaris,Atqasuk,0.032,70.46,-157.42,Robert Hollister,PlantHeight;;
1045,Salix polaris,Spitsbergen,0.1,78.70667,16.71611,Agata Buchwal,PlantHeight;;
1046,Salix polaris,Atqasuk,0.028,70.46,-157.42,Robert Hollister,PlantHeight;;
1047,Salix polaris,Kluane,0.02,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1048,Salix polaris,Kluane,0.029,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1049,Salix polaris,Kluane,0.023,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1050,Salix polaris,Kluane,0.025,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1051,Salix polaris,Atqasuk,0.053,70.46,-157.42,Robert Hollister,PlantHeight;;
1052,Salix polaris,Kluane,11.41666667,61.10549,-138.6618,Isla Myers-Smith,SLA;;
1053,Salix polaris,Atqasuk,0.028,70.46,-157.42,Robert Hollister,PlantHeight;;
1054,Salix polaris,Qikiqtaruk-Herschel Island,0.055,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1055,Salix polaris,Abisko_Nadia,14.75698906,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
1056,Salix polaris,LucieSmrzovaSvalbard,0.07,NA,NA,LucieSmrzova,SeedMass;;
1057,Salix polaris,LucieSmrzovaSvalbard,0.051,NA,NA,LucieSmrzova,SeedMass;;
1058,Salix polaris,Qikiqtaruk-Herschel Island,0.039,69.57457,-138.89774,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1059,Salix polaris,Kluane,0.02,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1060,Salix polaris,Kilpisjarvi, Finland,0.014,69.05344647,20.81759663,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1061,Salix polaris,Qikiqtaruk-Herschel Island,0.041,69.57159,-138.88011,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1062,Salix polaris,Spitsbergen,0.1,78.70667,16.71611,Agata Buchwal,PlantHeight;;
1063,Salix polaris,Kluane,11.66666667,61.10549,-138.6618,Isla Myers-Smith,SLA;;
1064,Salix polaris,LucieSmrzovaSvalbard,0.049,NA,NA,LucieSmrzova,SeedMass;;
1065,Salix polaris,Atqasuk,0.045,70.46,-157.42,Robert Hollister,PlantHeight;;
1066,Salix polaris,The Global Leaf Traits,13.513513514,78.92,11.91,Serge Sheremetev,SLA;;
1067,Salix polaris,Spitsbergen,0.1,78.70667,16.71611,Agata Buchwal,PlantHeight;;
1068,Salix polaris,Atqasuk,0.047,70.46,-157.42,Robert Hollister,PlantHeight;;
1069,Salix polaris,Kluane Plateau,0.028,60.95528,-138.41401,Haydn Thomas,PlantHeight;;
1070,Salix polaris,Atqasuk,0.022,70.46,-157.42,Robert Hollister,PlantHeight;;
1071,Salix polaris,LucieSmrzovaSvalbard,0.212,NA,NA,LucieSmrzova,SeedMass;;
1072,Salix polaris,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
1073,Salix polaris,Kluane Plateau,0.025,60.95528,-138.41401,Haydn Thomas,PlantHeight;;
1074,Salix polaris,Kluane Plateau,0.023,60.95528,-138.41401,Haydn Thomas,PlantHeight;;
1075,Salix polaris,Kluane,15.45,61.10549,-138.6618,Isla Myers-Smith,SLA;;
1076,Salix polaris,Qikiqtaruk-Herschel Island,0.022,69.57457,-138.89774,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1077,Salix polaris,Qikiqtaruk-Herschel Island,0.024,69.57526,-138.87509,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1078,Salix polaris,GLOPNET - Global Plant Trait Network Database,13.5135135135135,78.5,11.8,Ian Wright,SLA;;
1079,Salix polaris,Atqasuk,0.071,70.46,-157.42,Robert Hollister,PlantHeight;;
1080,Salix polaris,Kluane,0.022,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1081,Salix polaris,Atqasuk,0.031,70.46,-157.42,Robert Hollister,PlantHeight;;
1082,Salix polaris,Atqasuk,0.05,70.46,-157.42,Robert Hollister,PlantHeight;;
1083,Salix polaris,Kluane,0.022,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
1084,Salix polaris,The Functional Ecology of Trees (FET) Database  - Jena,11.3636363636364,68.36,18.76,Christian Wirth,SLA;;
1085,Salix polaris,Atqasuk,0.037,70.46,-157.42,Robert Hollister,PlantHeight;;
1086,Salix polaris,Qikiqtaruk-Herschel Island,0.044,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1087,Salix polaris,Qikiqtaruk-Herschel Island,0.034,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
1088,Salix polaris,Spitsbergen,0.1,78.70667,16.71611,Agata Buchwal,PlantHeight;;
1089,Salix polaris,Abisko_Nadia,14.1908838,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
1090,Salix polaris,Atqasuk,0.039,70.46,-157.42,Robert Hollister,PlantHeight;;
1091,Salix polaris,Abisko_Nadia,13.07776834,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
1092,Salix polaris,Atqasuk,0.015,70.46,-157.42,Robert Hollister,PlantHeight;;
1093,Salix polaris,Atqasuk,0.006,70.46,-157.42,Robert Hollister,PlantHeight;;
1094,Salix polaris,Atqasuk,0.049,70.46,-157.42,Robert Hollister,PlantHeight;;
1095,Salix polaris,LucieSmrzovaSvalbard,0.111,NA,NA,LucieSmrzova,SeedMass;;
1096,Salix polaris,Atqasuk,0.04,70.46,-157.42,Robert Hollister,PlantHeight;;
1097,Salix polaris,Atqasuk,0.044,70.46,-157.42,Robert Hollister,PlantHeight;;
1098,Salix polaris,LucieSmrzovaSvalbard,0.071,NA,NA,LucieSmrzova,SeedMass;;
1099,Salix polaris,LucieSmrzovaSvalbard,0.071,NA,NA,LucieSmrzova,SeedMass;;
1100,Salix polaris,Kilpisjarvi, Finland,0.01,69.04850959,20.8249385,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1101,Salix polaris,Atqasuk,0.044,70.46,-157.42,Robert Hollister,PlantHeight;;
1102,Salix polaris,Kilpisjarvi, Finland,0.01,69.05344647,20.81759663,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1103,Salix polaris,Atqasuk,0.023,70.46,-157.42,Robert Hollister,PlantHeight;;
1104,Salix polaris,Atqasuk,0.043,70.46,-157.42,Robert Hollister,PlantHeight;;
1105,Salix polaris,LucieSmrzovaSvalbard,0.034,NA,NA,LucieSmrzova,SeedMass;;
1106,Salix polaris,The Xylem/Phloem Database,0.05,58,-100,Fritz Schweingruber,PlantHeight;;
1107,Salix polaris,Spitsbergen,0.1,78.70667,16.71611,Agata Buchwal,PlantHeight;;
1108,Salix polaris,LucieSmrzovaSvalbard,0.042,NA,NA,LucieSmrzova,SeedMass;;
1109,Salix polaris,Qikiqtaruk-Herschel Island,0.009,69.57159,-138.88011,Haydn Thomas, Isla Myers-Smith,SeedMass;;
1110,Salix polaris,Kluane,16.36363636,61.10549,-138.6618,Isla Myers-Smith,SLA;;
1111,Salix polaris,Atqasuk,0.029,70.46,-157.42,Robert Hollister,PlantHeight;;
1112,Salix polaris,Atqasuk,0.021,70.46,-157.42,Robert Hollister,PlantHeight;;
1113,Salix polaris,Atqasuk,0.056,70.46,-157.42,Robert Hollister,PlantHeight;;
1114,Salix polaris,Atqasuk,0.028,70.46,-157.42,Robert Hollister,PlantHeight;;
1115,Salix polaris,LucieSmrzovaSvalbard,0.067,NA,NA,LucieSmrzova,SeedMass;;
1116,Salix polaris,Atqasuk,0.042,70.46,-157.42,Robert Hollister,PlantHeight;;
1117,Salix polaris,Qikiqtaruk-Herschel Island,0.043,69.57457,-138.89774,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
